,Location,Name,Rooms,Guests,Pets,Wifi,Free_parking,Refrigerator,Kitchen,Smoke_alarm,Cooling,Heating,TV,Bed_lines,Washer,Super_host,Price,Review_count,Total_rate
0,Baltimore,Room in Baltimore,1,2,False,True,True,,True,True,True,True,True,,True,False,145,31,4.55
1,Baltimore,Apartment in Charles Village,1,2,False,True,True,True,,,True,True,,True,,True,326,129,4.81
2,Baltimore,Condo in Baltimore,1,2,False,True,True,True,True,,True,True,True,,True,True,352,10,4.9
3,Baltimore,Room in Baltimore,1,2,False,True,True,True,True,True,True,True,True,True,True,True,270,75,4.85
4,Baltimore,Apartment in Mount Vernon,2,4,True,True,True,True,True,,True,True,True,True,True,True,466,7,5.0
5,Baltimore,Apartment in Mount Vernon,2,3,False,True,True,True,True,,True,True,True,True,True,True,522,17,4.76
6,Baltimore,Apartment in Charles Village,1,1,False,True,True,True,,,True,True,True,True,,True,370,8,4.88
7,Baltimore,Room in Charles Village,1,2,,True,True,True,True,,True,True,True,True,True,True,275,295,4.91
8,Baltimore,Room in Upper Fells Point,1,1,False,True,True,True,True,,True,True,,,True,False,221,113,4.4
9,Baltimore,Townhouse in Canton,1,2,False,True,True,True,True,,True,True,True,True,True,True,428,20,4.95
10,Baltimore,Apartment in Mount Vernon,1,2,False,True,True,True,True,,True,True,True,True,True,True,482,7,4.86
11,Baltimore,Home in Washington Village - Pigtown,2,4,False,True,True,True,True,,True,True,True,True,True,False,534,1,5.0
12,Baltimore,Room in Baltimore,1,1,False,True,True,True,True,,True,True,True,True,True,True,218,11,4.91
13,Baltimore,Room in Inner Harbor,1,2,True,True,True,True,True,,True,True,True,True,True,False,214,167,4.37
14,Baltimore,Apartment in Fells Point,1,3,False,True,True,True,True,,True,True,True,True,True,False,629,35,4.8
15,Baltimore,Room in Bolton Hill,1,2,False,True,True,True,True,True,True,True,True,True,True,True,292,155,4.8
16,Baltimore,Apartment in Baltimore,1,2,False,True,True,True,True,,True,True,True,True,True,True,393,124,4.89
17,Baltimore,Hotel in Mount Vernon,1,2,False,,True,,,,True,True,True,,,False,357,34,4.65
18,Baltimore,Room in Baltimore,1,2,False,True,True,,True,True,True,True,True,,True,False,145,31,4.55
19,Baltimore,Apartment in Charles Village,1,2,False,True,True,True,,,True,True,,True,,True,326,129,4.81
20,Baltimore,Condo in Baltimore,1,2,False,True,True,True,True,,True,True,True,,True,True,352,10,4.9
21,Baltimore,Room in Baltimore,1,2,False,True,True,True,True,True,True,True,True,True,True,True,270,75,4.85
22,Baltimore,Apartment in Charles Village,1,1,False,True,True,True,,,True,True,True,True,,True,370,8,4.88
23,Baltimore,Apartment in Mount Vernon,2,3,False,True,True,True,True,,True,True,True,True,True,True,522,17,4.76
24,Baltimore,Apartment in Mount Vernon,2,4,True,True,True,True,True,,True,True,True,True,True,True,466,7,5.0
25,Baltimore,Room in Charles Village,1,2,,True,True,True,True,,True,True,True,True,True,True,275,295,4.91
26,Baltimore,Home in Washington Village - Pigtown,2,4,False,True,True,True,True,,True,True,True,True,True,False,534,1,5.0
27,Baltimore,Room in Upper Fells Point,1,1,False,True,True,True,True,,True,True,,,True,False,221,113,4.4
28,Baltimore,Apartment in Mount Vernon,1,2,False,True,True,True,True,,True,True,True,True,True,True,482,7,4.86
29,Baltimore,Apartment in Fells Point,1,3,False,True,True,True,True,,True,True,True,True,True,False,629,35,4.8
30,Baltimore,Hotel in Mount Vernon,1,2,False,,True,,,,True,True,True,,,False,357,34,4.65
31,Baltimore,Apartment in Mount Vernon,1,2,False,True,True,True,,,True,True,True,,True,False,321,50,4.39
32,Baltimore,Apartment in Downtown Baltimore,1,2,False,True,True,True,True,,True,True,True,True,True,True,506,40,4.88
33,Baltimore,Apartment in Baltimore,1,2,False,True,True,True,True,,True,True,True,True,True,True,393,124,4.89
34,Baltimore,Room in Inner Harbor,1,2,True,True,True,True,True,,True,True,True,True,True,False,214,167,4.37
35,Baltimore,Room in Baltimore,1,1,False,True,True,True,True,,True,True,True,True,True,True,218,11,4.91
36,Baltimore,Room in Baltimore,1,2,False,True,True,,True,True,True,True,True,,True,False,145,31,4.55
37,Baltimore,Condo in Baltimore,1,2,False,True,True,True,True,,True,True,True,,True,True,352,10,4.9
38,Baltimore,Apartment in Baltimore,1,2,False,True,True,True,,,True,True,,True,,True,326,129,4.81
39,Baltimore,Apartment in Baltimore,1,1,False,True,True,True,,,True,True,True,True,,True,370,8,4.88
40,Baltimore,Apartment in Baltimore,2,3,False,True,True,True,True,,True,True,True,True,True,True,522,17,4.76
41,Baltimore,Apartment in Baltimore,2,4,True,True,True,True,True,,True,True,True,True,True,True,466,7,5.0
42,Baltimore,Room in Baltimore,1,2,,True,True,True,True,,True,True,True,True,True,True,275,295,4.91
43,Baltimore,Room in Baltimore,1,2,False,True,True,True,True,True,True,True,True,True,True,True,270,75,4.85
44,Baltimore,Home in Baltimore,2,4,False,True,True,True,True,,True,True,True,True,True,False,534,1,5.0
45,Parkville,Room in Parkville,1,2,False,True,True,True,True,True,True,True,,,,False,164,4,5.0
46,Baltimore,Apartment in Baltimore,1,2,False,True,True,True,True,,True,True,True,True,True,True,393,124,4.89
47,Baltimore,Room in Baltimore,1,1,False,True,True,True,True,,True,True,True,True,True,True,218,11,4.91
48,Baltimore,Apartment in Baltimore,1,2,False,True,True,True,True,,True,True,True,True,True,True,482,7,4.86
49,Baltimore,Apartment in Baltimore,1,2,False,True,True,True,,,True,True,True,,True,False,321,50,4.39
50,Parkville,Guesthouse in Parkville,1,2,True,True,True,True,True,,True,True,True,True,True,False,313,9,4.78
51,Baltimore,Apartment in Baltimore,1,4,True,True,True,True,True,,True,True,True,True,True,True,491,59,4.93
52,Baltimore,Townhouse in Baltimore,1,2,False,True,True,True,True,,True,True,True,True,True,True,428,20,4.95
53,Baltimore,Apartment in Baltimore,2,3,False,True,True,,True,,True,True,True,,,True,483,151,4.86
54,Baltimore,Room in Baltimore,1,2,False,True,True,,True,True,True,True,True,,True,False,145,31,4.55
55,Baltimore,Apartment in Charles Village,1,2,False,True,True,True,,,True,True,,True,,True,326,129,4.81
56,Baltimore,Condo in Baltimore,1,2,False,True,True,True,True,,True,True,True,,True,True,352,10,4.9
57,Baltimore,Room in Baltimore,1,2,False,True,True,True,True,True,True,True,True,True,True,True,270,75,4.85
58,Baltimore,Apartment in Mount Vernon,2,4,True,True,True,True,True,,True,True,True,True,True,True,466,7,5.0
59,Baltimore,Apartment in Mount Vernon,2,3,False,True,True,True,True,,True,True,True,True,True,True,522,17,4.76
60,Baltimore,Apartment in Charles Village,1,1,False,True,True,True,,,True,True,True,True,,True,370,8,4.88
61,Baltimore,Room in Charles Village,1,2,,True,True,True,True,,True,True,True,True,True,True,275,295,4.91
62,Baltimore,Room in Upper Fells Point,1,1,False,True,True,True,True,,True,True,,,True,False,221,113,4.4
63,Baltimore,Townhouse in Canton,1,2,False,True,True,True,True,,True,True,True,True,True,True,428,20,4.95
64,Baltimore,Apartment in Mount Vernon,1,2,False,True,True,True,True,,True,True,True,True,True,True,482,7,4.86
65,Baltimore,Home in Washington Village - Pigtown,2,4,False,True,True,True,True,,True,True,True,True,True,False,534,1,5.0
66,Baltimore,Room in Baltimore,1,1,False,True,True,True,True,,True,True,True,True,True,True,218,11,4.91
